,REG,LIBREG,DEP,LIBDEP,EPCI,LIBEPCI,DROIT,DEPCOM,CODEPOSTAL,LIBCOM,NUMVOIE,INDREP,TYPVOIE,NOMVOIE,NUMAPPT,NUMBOITE,ESC,COULOIR,ETAGE,COMPLIDENT,ENTREE,BAT,IMMEU,COMPLGEO,LIEUDIT,QPV,TYPECONST,NBPIECE,SURFHAB,CONSTRUCT,LOCAT,PATRIMOINE,ORIGINE,FINAN,FINANAUTRE,CONV,NUMCONV,DATCONV,NEWLOGT,CUS,DPEDATE,DPEENERGIE,DPESERRE,SRU_EXPIR,SRU_ALINEA,CODSEGPATRIM,LIBSEGPATRIM,X,Y
0,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,1,,,,0.0,,,,7190-01-01,CANNES DENANS,,2,C,1,28,2006,2006,2006,2,13,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
1,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,2,,,,0.0,,,,7190-01-01,CANNES DENANS,,2,C,1,31,2006,2006,2006,2,13,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
2,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,111,,,,1.0,,,,7190-01-01,CANNES DENANS,,2,C,1,29,2006,2006,2006,2,11,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
3,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,112,,,,1.0,,,,7190-01-01,CANNES DENANS,,2,C,2,32,2006,2006,2006,2,13,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
4,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,121,,,,2.0,,,,7190-01-01,CANNES DENANS,,2,C,1,29,2006,2006,2006,2,13,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
5,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6400,CANNES,,,,12 IMPASSE DENANS,122,,,,2.0,,,,7190-01-01,CANNES DENANS,,2,C,2,40,2006,2006,2006,2,13,,1,06/2008/03/99864/2/013038/07,01/07/2006,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1024984.61,6281287.82
6,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,101,,,,0.0,,,,7062-01-01,CANNES MARQUISE,,2,C,5,102,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
7,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,201,,,,0.0,,,,7062-01-02,CANNES MARQUISE,,2,C,4,83,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
8,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,202,,,,0.0,,,,7062-01-02,CANNES MARQUISE,,2,C,4,81,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
9,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,203,,,,0.0,,,,7062-01-02,CANNES MARQUISE,,2,C,4,81,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
10,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,204,,,,0.0,,,,7062-01-02,CANNES MARQUISE,,2,C,4,85,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
11,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,301,,,,0.0,,,,7062-01-03,CANNES MARQUISE,,2,C,5,98,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
12,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,302,,,,0.0,,,,7062-01-03,CANNES MARQUISE,,2,C,3,67,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
13,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,303,,,,0.0,,,,7062-01-03,CANNES MARQUISE,,2,C,4,85,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
14,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,401,,,,0.0,,,,7062-01-04,CANNES MARQUISE,,2,C,3,67,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
15,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,137  AV  MAURICE CHEVALLIER,402,,,,0.0,,,,7062-01-04,CANNES MARQUISE,,2,C,4,82,1995,1995,1995,1,17,,1,06.1995.781307.1.013038.68,01/11/1995,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1019998.57,6282186.02
16,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,101,,,,0.0,,,,7136-01-01,CANNES ROQUEBILLIERE,,2,C,2,42,2002,2004,2002,2,13,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
17,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,201,,,,0.0,,,,7136-01-02,CANNES ROQUEBILLIERE,,2,C,2,42,2002,2002,2002,2,13,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
18,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,301,,,,0.0,,,,7136-01-03,CANNES ROQUEBILLIERE,,2,C,1,24,2002,2004,2002,2,13,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
19,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,401,,,,0.0,,,,7136-01-04,CANNES ROQUEBILLIERE,,2,C,2,41,2002,2004,2002,2,13,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
20,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,511,,,,1.0,,,,7136-01-05,CANNES ROQUEBILLIERE,,2,C,1,16,2002,2004,2002,2,11,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
21,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,512,,,,1.0,,,,7136-01-05,CANNES ROQUEBILLIERE,,2,C,1,18,2002,2002,2002,2,11,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
22,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,513,,,,1.0,,,,7136-01-05,CANNES ROQUEBILLIERE,,2,C,3,55,2002,2004,2002,2,11,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
23,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,29 RUE DE ROQUEBILLIERE,611,,,,1.0,,,,7136-01-06,CANNES ROQUEBILLIERE,,2,C,3,55,2002,2004,2002,2,11,,1,06.2003.11.99864.2.013038.26,01/07/2002,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021316.72,6280428.49
24,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,131,,,,3.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
25,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,122,,,,2.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
26,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,121,,,,2.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
27,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,112,,,,1.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
28,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,101,,,,0.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,4,76,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
29,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,142,,,,4.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
30,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,141,,,,4.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
31,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,132,,,,3.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
32,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,121,,,,2.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,4,50,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
33,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,112,,,,1.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,2,39,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
34,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,111,,,,1.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,4,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
35,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,102,,,,0.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,2,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
36,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,141,,,,4.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,3,50,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
37,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,132,,,,3.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,3,50,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
38,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,131,,,,3.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,3,50,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
39,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0003  RUE GABRIEL CORDIER,122,,,,2.0,,,,7507-03-01,CANNES LA BOCCA,,2,C,2,50,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021139.57,6280512.93
40,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,101,,,,0.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,2,41,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
41,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,112,,,,1.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,4,77,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
42,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,121,,,,2.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
43,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,102,,,,0.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,4,71,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
44,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,111,,,,1.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,2,43,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
45,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,132,,,,3.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
46,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,141,,,,4.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
47,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,122,,,,2.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
48,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,131,,,,3.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
49,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,102,,,,0.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,4,71,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
50,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,111,,,,1.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,3,56,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
51,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0001  RUE GABRIEL CORDIER,142,,,,4.0,,,,7507-01-01,CANNES LA BOCCA,,2,C,3,62,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021158.39,6280523.34
52,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0002  RUE GABRIEL CORDIER,101,,,,0.0,,,,7507-02-01,CANNES LA BOCCA,,2,C,2,42,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021179.83,6280529.98
53,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,143,,,,4.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
54,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,142,,,,4.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
55,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,141,,,,4.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
56,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,133,,,,3.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
57,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,132,,,,3.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
58,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,131,,,,3.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
59,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,123,,,,2.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
60,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,122,,,,2.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
61,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,121,,,,2.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
62,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,113,,,,1.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,55,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
63,93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de L�rins,1,6029,6150,CANNES,,,,0005  RUE GABRIEL CORDIER,112,,,,1.0,,,,7507-05-01,CANNES LA BOCCA,,2,C,3,53,1949,1949,1977,3,52,,1,06.1996.04.851231.4.013038.15,01/06/1996,,,01/1900,,,,1.0,06S1,Alpes Maritimes S1,1021145.69,6280487.87
