REG,LIBREG,DEP,LIBDEP,EPCI,LIBEPCI,DROIT,DEPCOM,CODEPOSTAL,LIBCOM,NUMVOIE,INDREP,TYPVOIE,NOMVOIE,NUMAPPT,NUMBOITE,ESC,COULOIR,ETAGE,COMPLIDENT,ENTREE,BAT,IMMEU,COMPLGEO,LIEUDIT,QPV,TYPECONST,NBPIECE,SURFHAB,CONSTRUCT,LOCAT,PATRIMOINE,ORIGINE,FINAN,FINANAUTRE,CONV,NUMCONV,DATCONV,NEWLOGT,CUS,DPEDATE,DPEENERGIE,DPESERRE,SRU_EXPIR,SRU_ALINEA,CODSEGPATRIM,LIBSEGPATRIM,X,Y
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 05,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 05,,0507B02,507,507,,2,C,2,37,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,1,BAT 02 ESC 05,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,2,BAT 02 ESC 05,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 05,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 05,,0507B02,507,507,,2,C,2,38,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,4,BAT 02 ESC 05,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,26,,RUE,DES BOSQUETS,,,,,4,BAT 02 ESC 05,,0507B02,507,507,,2,C,2,38,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021570.7,6280593.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,0,BAT 02  ESC 06,,0507B02,507,507,,2,C,4,59,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,0,BAT 02  ESC 06,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,1,BAT 02  ESC 06,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,https://storage.cloud.google.com/ma-data-dev/geo/geodude/rpls_cannes_geocoded.csv?hl=fr&organizationId=5867207345,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,1,BAT 02  ESC 06,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,2,BAT 02  ESC 06,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,2,BAT 02  ESC 06,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,3,BAT 02  ESC 06,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,3,BAT 02  ESC 06,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,4,BAT 02  ESC 06,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,28,,RUE,DES BOSQUETS,,,,,4,BAT 02  ESC 06,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021559.9,6280621.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 07,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 07,,0507B02,507,507,,2,C,3,45,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,1,BAT 02 ESC 07,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,1,BAT 02 ESC 07,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,2,BAT 02 ESC 07,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,2,BAT 02 ESC 07,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 07,,0507B02,507,507,,2,C,4,57,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,24,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 07,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021579.8,6280569.89999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 08,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,0,BAT 02 ESC 08,,0507B02,507,507,,2,C,2,37,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,1,BAT 02 ESC 08,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,1,BAT 02 ESC 08,,0507B02,507,507,,2,C,2,39,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,2,BAT 02 ESC 08,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,2,BAT 02 ESC 08,,0507B02,507,507,,2,C,2,39,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 08,,0507B02,507,507,,2,C,3,47,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,3,BAT 02 ESC 08,,0507B02,507,507,,2,C,2,39,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,22,,RUE,DES BOSQUETS,,,,,4,BAT 02 ESC 08,,0507B02,507,507,,2,C,2,39,1956,1956,1956,1,52,,1,06/1983/12/79444/2/006011/36,01/04/1985,,,03/2009,D,E,2017,1,x,x,1021588.9,6280546.69999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,0,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,0,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,11,,1,CONVENTION FICTIVE POUR PLATS,26/09/1995,,10,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,0,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,1,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,1,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,3,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,67,1996,1996,1996,1,11,,1,CONVENTION FICTIVE POUR PLATS,26/09/1995,,10,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,3,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,1,,3,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,66,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,0,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,0,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,1,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,2,,,BATIMENT D,,LES AMARYLLIS,,2,C,4,82,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,3,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,68,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,3,,,CHEMIN DES GOURGUETTES,,,2,,3,,,BATIMENT D,,LES AMARYLLIS,,2,C,3,66,1996,1996,1996,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,223,LES AMARYLLIS,1019881,6282642.79999998
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,272,,,AVENUE MICHEL JOURDAN,,,0,,0,,,BATIMENT A,,RESIDENCE LES PINS BLEUS,,2,C,1,44,1997,1997,1997,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,237,RESIDENCE LES PINS BLEUS,1019510.8,6282468.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,272,,,AVENUE MICHEL JOURDAN,,,0,,0,,,BATIMENT A,,RESIDENCE LES PINS BLEUS,,2,C,3,74,1997,1997,1997,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,237,RESIDENCE LES PINS BLEUS,1019510.8,6282468.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,0,BAT 01 ESC 00,,0517B01,517,517,,2,C,2,51,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,0,BAT 01 ESC 01,,0517B01,517,517,,2,C,2,44,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,272,,,AVENUE MICHEL JOURDAN,,,0,,1,,,BATIMENT A,,RESIDENCE LES PINS BLEUS,,2,C,3,74,1997,1997,1997,1,11,,1,6.1995128512321E+021,01/12/1995,,10,11/2009,B,C,,2,237,RESIDENCE LES PINS BLEUS,1019510.8,6282468.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,1,BAT 01 ESC 01,,0517B01,517,517,,2,C,4,60,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,2,BAT 01 ESC 01,,0517B01,517,517,,2,C,3,51,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,2,BAT 01 ESC 01,,0517B01,517,517,,2,C,4,60,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,272,,,AVENUE MICHEL JOURDAN,,,0,,1,,,BATIMENT A,,RESIDENCE LES PINS BLEUS,,2,C,4,80,1997,1997,1997,1,12,,1,6.1995128512321E+021,01/12/1995,,13,11/2009,B,C,,2,237,RESIDENCE LES PINS BLEUS,1019510.8,6282468.09999999
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,3,BAT 01 ESC 01,,0517B01,517,517,,2,C,3,51,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,3,BAT 01 ESC 01,,0517B01,517,517,,2,C,4,60,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,0,BAT 01 ESC 02,,0517B01,517,517,,2,C,2,44,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,1,BAT 01 ESC 02,,0517B01,517,517,,2,C,3,51,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
93,Provence-Alpes-Cote-d'Azur,6,ALPES-MARITIMES,200039915,CA Cannes Pays de Lérins,1,6029,6150,CANNES,13,,AV.,FRANCOIS TUBY,,,,,1,BAT 01 ESC 02,,0517B01,517,517,,2,C,4,60,1956,1956,1956,1,52,,1,06/1990/08/851231/4/006011/13B,28/09/2011,,,03/2009,D,E,2024,1,x,x,1021005.14813827,6281139.37196891
